"drug_name","strength","unit","form","default_route","aliases","category","usual_frequencies","default_dose","max_dose","notes"
"AMITRIPTYLINE HYDROCHLORIDE","10 mg","mg","Tablets","Oral","Amitriptyline 10mg tablets","","","","",""
"AMITRIPTYLINE HYDROCHLORIDE","10 mg/5 mL","mg","Oral Solution","Oral","Amitriptyline 10mg/5ml oral solution sugar free","","","","",""
"AMITRIPTYLINE HYDROCHLORIDE","25 mg","mg","Tablets","Oral","Amitriptyline 25mg tablets","","","","",""
"AMITRIPTYLINE HYDROCHLORIDE","25 mg/5 mL","mg","Oral Solution","Oral","Amitriptyline 25mg/5ml oral solution sugar free","","","","",""
"AMITRIPTYLINE HYDROCHLORIDE","50 mg","mg","Tablets","Oral","Amitriptyline 50mg tablets","","","","",""
"AMITRIPTYLINE HYDROCHLORIDE","50 mg/5 mL","mg","Oral Solution","Oral","Amitriptyline 50mg/5ml oral solution sugar free","","","","",""
"AMIVANTAMAB SPECIALIST DRUG","350 mg/7 mL","mg","Solution","","Rybrevant 350mg/7ml concentrate for solution for infusion vials","","","","",""
"AMLODIPINE","10 mg","mg","Tablets","Oral","Amlodipine 10mg tablets; Istin 10mg tablets","","Each morning","10","",""
"AMLODIPINE","10 mg/5 mL","mg","Oral Solution","Oral","Amlodipine 10mg/5ml oral solution sugar free","","","","",""
"AMLODIPINE","2.5 mg","mg","Tablets","Oral","Amlodipine 2.5mg tablets","","","","",""
"AMLODIPINE","5 mg","mg","Tablets","Oral","Amlodipine 5mg tablets; Istin 5mg tablets","","Each morning","5","",""
"AMLODIPINE","5 mg/5 mL","mg","Oral Solution","Oral","Amlodipine 5mg/5ml oral solution sugar free","","","","",""
"AMLODIPINE","5 mg/5 mL","mg","Oral Suspension","Oral","Amlodipine 5mg/5ml oral suspension sugar free","","","","",""
"AMLODIPINE WITH VALSARTAN","10 mg","mg","Tablets","Oral","Amlodipine 10mg / Valsartan 160mg tablets","","","","",""
"AMLODIPINE WITH VALSARTAN","10 mg/160 mg","mg","Tablets","Oral","Exforge 10mg/160mg tablets","","","","",""
"AMLODIPINE WITH VALSARTAN","5 mg","mg","Tablets","Oral","Amlodipine 5mg / Valsartan 80mg tablets; Amlodipine 5mg / Valsartan 160mg tablets","","","","",""
"AMLODIPINE WITH VALSARTAN","5 mg/160 mg","mg","Tablets","Oral","Exforge 5mg/160mg tablets","","","","",""
"AMLODIPINE WITH VALSARTAN","5 mg/80 mg","mg","Tablets","Oral","Exforge 5mg/80mg tablets","","","","",""
"AMOROLFINE","","","","","Amorolfine 5% medicated nail lacquer; Loceryl 5% medicated nail lacquer","","","","",""
"AMOXICILLIN","1 g","g","Injection","Intravenous Injection","","","Eight hourly","2000","",""
"AMOXICILLIN","1 g","g","Powder","","Amoxicillin 1g powder for solution for injection vials","","","","",""
"AMOXICILLIN","125 mg/5 mL","mg","Oral Suspension","Oral","Amoxicillin 125mg/5ml oral suspension; Amoxicillin 125mg/5ml oral suspension sugar free","","","","",""
"AMOXICILLIN","250 mg","mg","Capsules","Oral","Amoxicillin 250mg capsules","","","","",""
"AMOXICILLIN","250 mg","mg","Powder","","Amoxicillin 250mg powder for solution for injection vials","","","","",""
"AMOXICILLIN","250 mg/5 mL","mg","Oral Suspension","Oral","Amoxicillin 250mg/5ml oral suspension; Amoxicillin 250mg/5ml oral suspension sugar free","","","","",""
"AMOXICILLIN","3 g","g","Powder","","Amoxicillin 3g oral powder sachets sugar free","","","","",""
"AMOXICILLIN","500 mg","mg","Capsules","Oral","Amoxicillin 500mg capsules","","Three times daily","1000","",""
"AMOXICILLIN","500 mg","mg","Powder","","Amoxicillin 500mg powder for solution for injection vials","","","","",""
"AMOXICILLIN","500 mg/5 mL","mg","Oral Suspension","Oral","Amoxicillin 500mg/5ml oral suspension sugar free","","","","",""
"AMPHOTERICIN B","50 mg","mg","Powder","","Fungizone 50mg powder for concentrate for solution for infusion vials; Amphotericin B liposomal 50mg powder for dispersion for infusion vials","","","","",""
"AMPICILLIN","500 mg","mg","Capsules","Oral","Ampicillin 500mg capsules","","","","",""
"AMPICILLIN","500 mg","mg","Powder","","Ampicillin 500mg powder for solution for injection vials","","","","",""
"ANAGRELIDE SPECIALIST DRUG","","","Capsules","Oral","Anagrelide 500microgram capsules; Xagrid 500microgram capsules","","","","",""
"ANAKINRA","100 mg/0.67 mL","mg","Solution","","Kineret 100mg/0.67ml solution for injection pre-filled syringes","","","","",""
"ANASTROZOLE","1 mg","mg","Tablets","Oral","Anastrozole 1mg tablets; Arimidex 1mg tablets","","","","",""
"ANDEXANET ALFA","200 mg","mg","Powder","","Ondexxya 200mg powder for solution for infusion vials","","","","",""
"ANGIOTENSIN II","2.5 mg/1 mL","mg","Solution","","Giapreza 2.5mg/1ml concentrate for solution for infusion vials","","","","",""
"ANIDULAFUNGIN","100 mg","mg","Powder","","Anidulafungin 100mg powder for concentrate for solution for infusion vials; Ecalta 100mg powder for concentrate for solution for infusion vials","","","","",""
"ANORO ELLIPTA","55/22 micrograms","micrograms","Dry Powder Inhaler","Inhaled","","","Each morning","1","",""
"ANTHRAX VACCINE","0.5 mL","mL","Oral Suspension","Oral","Anthrax vaccine (alum precipitated sterile filtrate) suspension for injection 0.5ml ampoules","","","","",""
"ANTHRAX VACCINE","5 mL","mL","Oral Suspension","Oral","BioThrax suspension for injection 5ml multidose vials","","","","",""
"ANTI D RH0 IMMUNOGLOBULIN","","","Solution","","D-Gam Anti-D immunoglobulin 500unit solution for injection vials","","","","",""
"ANTI D RH0 IMMUNOGLOBULIN","1500 units/2 mL","units","Solution","","Rhophylac 1,500units/2ml solution for injection pre-filled syringes","","","","",""
"ANTITHYMOCYTE IMMUNOGLOBULIN RABBIT","100 mg/5 mL","mg","Solution","","Grafalon 100mg/5ml concentrate for solution for infusion vials","","","","",""
"ANTITHYMOCYTE IMMUNOGLOBULIN RABBIT","25 mg","mg","Powder","","Thymoglobuline 25mg powder and solvent for solution for infusion vials","","","","",""
"APALUTAMIDE","240 mg","mg","Tablets","Oral","Erleada 240mg tablets","","","","",""
"APALUTAMIDE","60 mg","mg","Tablets","Oral","Erleada 60mg tablets","","","","",""
"APIXABAN","2.5 mg","mg","Tablets","Oral","Apixaban 2.5mg tablets; Eliquis 2.5mg tablets","","Twice daily","2.5","",""
"APIXABAN","5 mg","mg","Tablets","Oral","Apixaban 5mg tablets; Eliquis 5mg tablets","","Twice daily","5","",""
"APOMORPHINE HYDROCHLORIDE","100 mg/20 mL","mg","Solution","","APO-go POD 100mg/20ml solution for infusion cartridges; Dacepton 100mg/20ml solution for infusion vials","","","","",""
"APOMORPHINE HYDROCHLORIDE","30 mg/3 mL","mg","Solution","","APO-go PEN 30mg/3ml solution for injection; Dacepton 30mg/3ml solution for injection cartridges","","","","",""
"APOMORPHINE HYDROCHLORIDE","50 mg/10 mL","mg","Solution","","APO-go PFS 50mg/10ml solution for infusion pre-filled syringes","","","","",""
"APOMORPHINE HYDROCHLORIDE","50 mg/5 mL","mg","Solution","","APO-go 50mg/5ml solution for injection ampoules","","","","",""
"APRACLONIDINE","0.25 mL","mL","Drops","Ophthalmic/Otic","Apraclonidine 1% eye drops 0.25ml unit dose preservative free; Iopidine 1% eye drops 0.25ml unit dose","","","","",""
"APREMILAST","","","Tablets","Oral","Otezla tablets treatment initiation pack","","","","",""
"APREMILAST","10 mg","mg","Tablets","Oral","Apremilast 10mg tablets; Otezla 10mg tablets","","","","",""
"APREMILAST","10 mg/20 mg","mg","Tablets","Oral","Apremilast 10mg/20mg/30mg tablets treatment initiation pack","","","","",""
"APREMILAST","20 mg","mg","Tablets","Oral","Apremilast 20mg tablets; Otezla 20mg tablets","","","","",""
"APREMILAST","30 mg","mg","Tablets","Oral","Apremilast 30mg tablets; Otezla 30mg tablets","","","","",""
"APREPITANT","125 mg","mg","Capsules","Oral","Aprepitant 125mg capsules; Emend 125mg capsules","","","","",""
"APREPITANT","80 mg","mg","Capsules","Oral","Aprepitant 80mg capsules; Emend 80mg capsules","","","","",""
"ARACHIS OIL","130 mL","mL","","","Arachis oil 130ml enema","","","","",""
"ARGATROBAN MONOHYDRATE","250 mg/2.5 mL","mg","Solution","","Exembol Multidose 250mg/2.5ml concentrate for solution for infusion vials","","","","",""
"ARGATROBAN MONOHYDRATE","50 mg/50 mL","mg","Solution","","Exembol 50mg/50ml solution for infusion vials","","","","",""
"ARIPIPRAZOLE","1 mg","mg","Oral Solution","Oral","Abilify 1mg/ml oral solution; Aripiprazole 1mg/ml oral solution; Aripiprazole 1mg/ml oral solution sugar free","","","","",""
"ARIPIPRAZOLE","1 mg","mg","Tablets","Oral","Aripiprazole 1mg tablets","","","","",""
"ARIPIPRAZOLE","10 mg","mg","Tablets","Oral","Abilify 10mg tablets; Aripiprazole 10mg tablets; Arpoya 10mg tablets; Abilify 10mg orodispersible tablets; Aripiprazole 10mg orodispersible tablets sugar free; Elozar 10mg orodispersible tablets","","","","",""
"ARIPIPRAZOLE","15 mg","mg","Tablets","Oral","Abilify 15mg tablets; Aripiprazole 15mg tablets; Arpoya 15mg tablets; Abilify 15mg orodispersible tablets; Aripiprazole 15mg orodispersible tablets sugar free; Elozar 15mg orodispersible tablets","","","","",""
"ARIPIPRAZOLE","2.5 mg","mg","Tablets","Oral","Aripiprazole 2.5mg tablets","","","","",""
"ARIPIPRAZOLE","30 mg","mg","Tablets","Oral","Abilify 30mg tablets; Aripiprazole 30mg tablets","","","","",""
"ARIPIPRAZOLE","300 mg","mg","Powder","","Aripiprazole 300mg powder and solvent for prolonged-release suspension for injection vials","","","","",""
"ARIPIPRAZOLE","400 mg","mg","Powder","","Aripiprazole 400mg powder and solvent for prolonged-release suspension for injection pre-filled syringes; Aripiprazole 400mg powder and solvent for prolonged-release suspension for injection vials","","","","",""
"ARIPIPRAZOLE","5 mg","mg","Tablets","Oral","Abilify 5mg tablets; Aripiprazole 5mg tablets; Arpoya 5mg tablets","","","","",""
"ARIPIPRAZOLE","720 mg/2.4 mL","mg","Oral Suspension","Oral","Abilify Maintena 720mg/2.4ml prolonged-release suspension for injection pre-filled syringes; Aripiprazole 720mg/2.4ml prolonged-release suspension for injection pre-filled syringes","","","","",""
"ARIPIPRAZOLE","9.75 mg/1.3 mL","mg","Solution","","Abilify 9.75mg/1.3ml solution for injection vials","","","","",""
"ARIPIPRAZOLE","960 mg/3.2 mL","mg","Oral Suspension","Oral","Abilify Maintena 960mg/3.2ml prolonged-release suspension for injection pre-filled syringes; Aripiprazole 960mg/3.2ml prolonged-release suspension for injection pre-filled syringes","","","","",""
"ARSENIC TRIOXIDE SPECIALIST DRUG","10 mg/10 mL","mg","Solution","","Arsenic 10mg/10ml concentrate for solution for infusion vials","","","","",""
"ARSENIC TRIOXIDE SPECIALIST DRUG","12 mg/6 mL","mg","Solution","","Trisenox 12mg/6ml concentrate for solution for infusion vials","","","","",""
"ARSENIC TRIOXIDE SPECIALIST DRUG","20 mg/20 mL","mg","Solution","","Arsenic 20mg/20ml concentrate for solution for infusion vials","","","","",""
"ARTEMETHER WITH LUMEFANTRINE","","","Tablets","Oral","Riamet tablets","","","","",""
"ARTESUNATE","110 mg","mg","Powder","","Artesunate 110mg powder and solvent for solution for injection vials","","","","",""
"ARTESUNATE","60 mg","mg","Powder","","Artesun 60mg powder and solvent for solution for injection vials","","","","",""
"ARTIFICIAL SALIVA","","","Oral Spray","Oral","","","","1","",""
"ASCIMINIB SPECIALIST DRUG","20 mg","mg","Tablets","Oral","Scemblix 20mg tablets","","","","",""
"ASCIMINIB SPECIALIST DRUG","40 mg","mg","Tablets","Oral","Scemblix 40mg tablets","","","","",""
"ASCORBIC ACID","100 mg","mg","Tablets","Oral","AascorbDose 100mg tablets; Ascorb 100mg tablets; Ascorbic acid 100mg tablets","","","","",""
"ASCORBIC ACID","1000 mg","mg","Capsules","Oral","Solgar Vitamin C 1000mg capsules","","","","",""
"ASCORBIC ACID","1000 mg","mg","Tablets","Oral","HealthAid Vitamin C 1000mg chewable tablets","","","","",""
"ASCORBIC ACID","200 mg","mg","Tablets","Oral","AascorbDose 200mg tablets; Ascorb 200mg tablets; Ascorbic acid 200mg tablets","","","","",""
"ASCORBIC ACID","250 mg","mg","Tablets","Oral","Ascorbic acid 250mg tablets","","","","",""
"ASCORBIC ACID","50 mg","mg","Tablets","Oral","AascorbDose 50mg tablets; Ascorb 50mg tablets; Ascorbic acid 50mg tablets","","","","",""
"ASCORBIC ACID","500 mg","mg","Capsules","Oral","BioCare Vitamin C 500mg capsules; LipoSil Liposomal Vitamin C 500mg capsules; Solgar Vitamin C 500mg capsules","","","","",""
"ASCORBIC ACID","500 mg","mg","Tablets","Oral","AascorbDose 500mg tablets; Ascorb 500mg tablets; Ascorbic acid 500mg tablets; HealthAid Vitamin C 500mg chewable tablets; Numark Vitamin C 500mg chewable tablets; Premier Vitamin C 500mg chewable tablets; Tesco Vitamin C One A Day 500mg chewable tablets","","","","",""
"ASCORBIC ACID","60 mg","mg","Tablets","Oral","Tesco Vitamin C One A Day 60mg chewable tablets","","","","",""
"ASENAPINE","10 mg","mg","Tablets","Oral","Asenapine 10mg sublingual tablets sugar free; Sycrest 10mg sublingual tablets","","","","",""
"ASENAPINE","5 mg","mg","Tablets","Oral","Asenapine 5mg sublingual tablets sugar free; Sycrest 5mg sublingual tablets","","","","",""
"ASFOTASE ALFA","18 mg/0.45 mL","mg","Solution","","Strensiq 18mg/0.45ml solution for injection vials","","","","",""
"ASFOTASE ALFA","28 mg/0.7 mL","mg","Solution","","Strensiq 28mg/0.7ml solution for injection vials","","","","",""
"ASFOTASE ALFA","40 mg/1 mL","mg","Solution","","Strensiq 40mg/1ml solution for injection vials","","","","",""
"ASFOTASE ALFA","80 mg/0.8 mL","mg","Solution","","Strensiq 80mg/0.8ml solution for injection vials","","","","",""
"ASPARAGINASE SPECIALIST DRUG","","","Powder","","Spectrila 10,000unit powder for concentrate for solution for infusion vials","","","","",""
"ASPIRIN","150 mg","mg","","","Aspirin 150mg suppositories","","","","",""
"ASPIRIN","300 mg","mg","","","Aspirin 300mg suppositories","","","","",""
"ASPIRIN","300 mg","mg","Dispersible Tablets","Oral","","","","300","",""
"ASPIRIN","300 mg","mg","Tablets","Oral","Aspirin 300mg tablets; Aspirin 300mg dispersible tablets; Boots Aspirin 300mg dispersible tablets; Disprin 300mg dispersible tablets; Aspirin 300mg gastro-resistant tablets","","","","",""
"ASPIRIN","75 g","g","Tablets","Oral","Nu-Seals 75 gastro-resistant tablets","","","","",""
"ASPIRIN","75 mg","mg","Dispersible Tablets","Oral","","","Each morning","75","",""
"ASPIRIN","75 mg","mg","Gastro-Resistant Tablets","Oral","","","Each morning","75","",""
"ASPIRIN","75 mg","mg","Tablets","Oral","Aspirin 75mg tablets; Aspirin 75mg dispersible tablets; Aspirin 75mg gastro-resistant tablets; Boots Aspirin 75mg gastro-resistant tablets","","","","",""
"ATALUREN","1000 mg","mg","Oral Suspension","Oral","Translarna 1,000mg granules for oral suspension sachets","","","","",""
"ATALUREN","125 mg","mg","Oral Suspension","Oral","Translarna 125mg granules for oral suspension sachets","","","","",""
"ATALUREN","250 mg","mg","Oral Suspension","Oral","Translarna 250mg granules for oral suspension sachets","","","","",""
"ATAZANAVIR","200 mg","mg","Capsules","Oral","Atazanavir 200mg capsules","","","","",""
"ATAZANAVIR","300 mg","mg","Capsules","Oral","Atazanavir 300mg capsules","","","","",""
"ATENOLOL","100 mg","mg","Tablets","Oral","Atenolol 100mg tablets","","","","",""
"ATENOLOL","25 mg","mg","Tablets","Oral","Atenolol 25mg tablets","","","","",""
"ATENOLOL","25 mg/5 mL","mg","Oral Solution","Oral","Atenolol 25mg/5ml oral solution sugar free","","","","",""
"ATENOLOL","5 mg/10 mL","mg","Solution","","Tenormin 5mg/10ml solution for injection ampoules","","","","",""
"ATENOLOL","50 mg","mg","Tablets","Oral","Atenolol 50mg tablets; Tenormin LS 50mg tablets","","Each morning","50","",""
"ATEZOLIZUMAB SPECIALIST DRUG","1200 mg/20 mL","mg","Solution","","Tecentriq 1200mg/20ml concentrate for solution for infusion vials","","","","",""
"ATEZOLIZUMAB SPECIALIST DRUG","1875 mg/15 mL","mg","Solution","","Tecentriq 1875mg/15ml solution for injection vials","","","","",""
"ATEZOLIZUMAB SPECIALIST DRUG","840 mg/14 mL","mg","Solution","","Tecentriq 840mg/14ml concentrate for solution for infusion vials","","","","",""
"ATOGEPANT","10 mg","mg","Tablets","Oral","Aquipta 10mg tablets","","","","",""
"ATOGEPANT","60 mg","mg","Tablets","Oral","Aquipta 60mg tablets","","","","",""
"ATOMOXETINE","10 mg","mg","Capsules","Oral","Atomoxetine 10mg capsules","","","","",""
"ATOMOXETINE","100 mg","mg","Capsules","Oral","Atomoxetine 100mg capsules","","","","",""
"ATOMOXETINE","18 mg","mg","Capsules","Oral","Atomoxetine 18mg capsules","","","","",""
"ATOMOXETINE","25 mg","mg","Capsules","Oral","Atomoxetine 25mg capsules","","","","",""
"ATOMOXETINE","4 mg","mg","Oral Solution","Oral","Atomoxetine 4mg/ml oral solution sugar free","","","","",""
"ATOMOXETINE","40 mg","mg","Capsules","Oral","Atomoxetine 40mg capsules","","","","",""
"ATOMOXETINE","60 mg","mg","Capsules","Oral","Atomoxetine 60mg capsules","","","","",""
"ATOMOXETINE","80 mg","mg","Capsules","Oral","Atomoxetine 80mg capsules","","","","",""
"ATORVASTATIN","10 mg","mg","Tablets","Oral","Atorvastatin 10mg tablets; Lipitor 10mg tablets; Lipitor 10mg chewable tablets","","Each night","10","",""
"ATORVASTATIN","20 mg","mg","Tablets","Oral","Atorvastatin 20mg tablets; Lipitor 20mg tablets; Lipitor 20mg chewable tablets","","Each night","20","",""
"ATORVASTATIN","20 mg/5 mL","mg","Oral Suspension","Oral","Atorvastatin 20mg/5ml oral suspension sugar free","","","","",""
"ATORVASTATIN","30 mg","mg","Tablets","Oral","Atorvastatin 30mg tablets","","","","",""
"ATORVASTATIN","40 mg","mg","Tablets","Oral","Atorvastatin 40mg tablets; Lipitor 40mg tablets","","Each night","40","",""
"ATORVASTATIN","60 mg","mg","Tablets","Oral","Atorvastatin 60mg tablets","","","","",""
"ATORVASTATIN","80 mg","mg","Tablets","Oral","Atorvastatin 80mg tablets; Lipitor 80mg tablets","","Each night","80","",""
"ATOSIBAN","37.5 mg/5 mL","mg","Solution","","Atosiban 37.5mg/5ml concentrate for solution for infusion vials; Tractocile 37.5mg/5ml solution for infusion vials","","","","",""
"ATOSIBAN","6.75 mg/0.9 mL","mg","Solution","","Tractocile 6.75mg/0.9ml solution for injection vials; Atosiban 6.75mg/0.9ml solution for injection ampoules","","","","",""
"ATOVAQUONE","750 mg/5 mL","mg","Oral Suspension","Oral","Atovaquone 750mg/5ml oral suspension sugar free; Wellvone 750mg/5ml oral suspension","","","","",""
"ATOVAQUONE WITH PROGUANIL HYDROCHLORIDE","100 mg","mg","Tablets","Oral","Proguanil 100mg / Atovaquone 250mg tablets","","","","",""
